name,hiredate,08depcode,08job,eightsal,eightOT,eightcals,eightTotal,09depcode,09job,ninesal,nineOT,ninecals,nineTotal,10depcode,10job,tensal,tenOT,tencals,tenTotal,11depcode,11job,elevensal,elevenOT,elevencals,elevenTotal,12depcode,12job,twelvesal,twelveOT,twelvecals,twelveTotal,13depcode,13job,thirteensal,thirteenOT,thirteencals,thirteenTotal
p82,4/1/1984,1,Police Officer                                    ,57887.15,7041.02,7041.02,64928.17,1,Police Officer                                    ,58466.02,3551.79,3551.79,62017.81,1,Police Officer                                    ,58466.02,4316.73,4316.73,62782.75,1,Police Officer                                    ,58466.02,1548.05,1548.05,60014.07,1,Police Officer                                    ,58466.02,16044.32,16044.32,74510.34,1,Police Officer                                    ,36817.95,1556.78,1556.78,38374.73
p83,4/3/1984,1,Police Sergeant                                   ,65363.02,2056.25,2056.25,67419.27,1,Police Sergeant                                   ,67641.88,10283.61,10283.61,77925.49,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p84,6/18/1984,1,Police Sergeant                                   ,66972.16,2928.84,2928.84,69901,1,Police Sergeant                                   ,69308.04,591.24,591.24,69899.28,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p85,8/23/1984,1,Operations Officer II                             ,40707.76,2766.86,2766.86,43474.62,1,Operations Officer II                             ,42142.48,1489.93,1489.93,43632.41,1,Operations Officer II                             ,43196.15,669.75,669.75,43865.9,1,Operations Officer II                             ,43196.15,269.97,269.97,43466.12,1,Operations Officer II                             ,43196.15,2492.09,2492.09,45688.24,1,Operations Officer II                             ,44146.57,476.61,476.61,44623.18
p86,10/22/1984,1,Administrative Assistant I                        ,47437.85,2736.8,2736.8,50174.65,1,Administrative Assistant I                        ,47912.23,2867.82,2867.82,50780.05,1,N/A,0,0,NaN,0,1,Administrative Assistant I                        ,47912.23,69.1,69.1,47981.33,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p87,10/22/1984,1,Police Officer                                    ,57887.15,1671.2,1671.2,59558.35,1,Police Officer                                    ,58466.02,2652.71,2652.71,61118.73,1,Police Officer                                    ,58466.02,115.95,115.95,58581.97,1,Police Officer                                    ,58466.02,1264.84,1264.84,59730.86,1,Police Officer                                    ,58466.02,1510.84,1510.84,59976.86,1,Police Officer                                    ,60540.72,734.71,734.71,61275.43
p88,10/29/1984,1,Police Officer                                    ,57887.15,14831.35,14831.35,72718.5,1,Police Officer                                    ,58466.02,6456.55,6456.55,64922.57,1,Police Officer                                    ,58466.02,9318.36,9318.36,67784.38,1,Police Officer                                    ,58466.02,14647.92,14647.92,73113.94,1,Police Officer                                    ,58466.02,12257.21,12257.21,70723.23,1,Police Officer                                    ,59637.6,10217.32,10217.32,69854.92
p89,10/29/1984,1,Police Officer                                    ,57887.15,3341.3,3341.3,61228.45,1,Police Officer                                    ,58466.02,2458.37,2458.37,60924.39,1,Police Officer                                    ,58466.02,558.65,558.65,59024.67,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p90,11/5/1984,1,Police Officer                                    ,57887.15,32885.83,32885.83,90772.98,1,Police Officer                                    ,58466.02,39111.25,39111.25,97577.27,1,Police Officer                                    ,58466.02,14811.3,14811.3,73277.32,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p91,12/3/1984,1,Police Officer                                    ,57887.15,17184.4,17184.4,75071.55,1,Police Officer                                    ,58466.02,11612.6,11612.6,70078.62,1,Police Officer                                    ,58466.02,2802.25,2802.25,61268.27,1,Police Officer                                    ,58466.02,5689.57,5689.57,64155.59,1,Police Officer                                    ,58466.02,8708.45,8708.45,67174.47,1,Police Officer                                    ,58809.72,6379.74,6379.74,65189.46
p92,12/3/1984,1,Police Officer                                    ,57887.15,33094.2,33094.2,90981.35,1,Police Officer                                    ,58466.02,26417.57,26417.57,84883.59,1,Police Officer                                    ,58466.02,16960.21,16960.21,75426.23,1,Police Officer                                    ,58466.02,15840.6,15840.6,74306.62,1,Police Officer                                    ,58466.02,14376.43,14376.43,72842.45,1,Police Officer                                    ,60655.4,11502.61,11502.61,72158.01
p93,12/10/1984,1,Police Officer                                    ,57887.15,3363.89,3363.89,61251.04,1,Police Officer                                    ,58466.02,5094.79,5094.79,63560.81,1,Police Officer                                    ,58466.02,3960.61,3960.61,62426.63,1,Police Officer                                    ,58466.02,4283.2,4283.2,62749.22,1,Police Officer                                    ,58466.02,789.2,789.2,59255.22,1,N/A,0,0,NaN,0
p94,1/28/1985,1,Police Officer                                    ,57887.15,11607.54,11607.54,69494.69,1,Police Officer                                    ,58466.02,14405.15,14405.15,72871.17,1,Police Officer                                    ,58466.02,15502.03,15502.03,73968.05,1,Police Officer                                    ,58466.02,3452.12,3452.12,61918.14,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p95,1/28/1985,1,Police Officer                                    ,57887.15,48163.8,48163.8,106050.95,1,Police Officer                                    ,58466.02,33326.4,33326.4,91792.42,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p96,4/22/1985,1,Police Officer                                    ,57887.15,59622.05,59622.05,117509.2,1,Police Officer                                    ,58466.02,51928.36,51928.36,110394.38,1,Police Officer                                    ,58466.02,48103.74,48103.74,106569.76,1,Police Officer                                    ,58466.02,55962.47,55962.47,114428.49,1,Police Officer                                    ,58466.02,44997.86,44997.86,103463.88,1,N/A,0,0,NaN,0
p97,5/20/1985,1,Police Officer                                    ,57887.15,13081.37,13081.37,70968.52,1,Police Officer                                    ,58466.02,7956.3,7956.3,66422.32,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p98,7/15/1985,1,Police Officer                                    ,57887.15,5228.38,5228.38,63115.53,1,Police Officer                                    ,58466.02,5624.31,5624.31,64090.33,1,Police Officer                                    ,58466.02,405.1,405.1,58871.12,1,Police Officer                                    ,58466.02,599.68,599.68,59065.7,1,Police Officer                                    ,58466.02,351.36,351.36,58817.38,1,Police Officer                                    ,59637.6,172.02,172.02,59809.62
p99,7/22/1985,1,Police Officer                                    ,45439.73,29944.6,29944.6,75384.33,1,Police Officer                                    ,48166.49,26131.05,26131.05,74297.54,1,Police Officer                                    ,48166.49,22976.09,22976.09,71142.58,1,Police Officer                                    ,48166.49,13291.85,13291.85,61458.34,1,Police Sergeant                                   ,55697.79,24789.97,24789.97,80487.76,1,Police Sergeant                                   ,56930.07,12860.54,12860.54,69790.61
p100,8/26/1985,1,Police Officer                                    ,57887.15,2522.1,2522.1,60409.25,1,Police Officer                                    ,58466.02,843.25,843.25,59309.27,1,Police Officer                                    ,58466.02,815.15,815.15,59281.17,1,Police Officer                                    ,58466.02,52.7,52.7,58518.72,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p101,9/3/1985,1,Police Lieutenant                                 ,74892.81,54.01,54.01,74946.82,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Lieutenant                                 ,79421.04,257.73,257.73,79678.77,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p102,9/3/1985,1,Police Officer                                    ,57887.15,3639.53,3639.53,61526.68,1,Police Sergeant                                   ,62884.49,10349.4,10349.4,73233.89,1,Police Sergeant                                   ,64431.22,92.92,92.92,64524.14,1,Police Sergeant                                   ,64431.22,356.22,356.22,64787.44,1,Police Sergeant                                   ,64431.22,985.14,985.14,65416.36,1,Police Sergeant                                   ,66180.45,363.35,363.35,66543.8
p103,9/3/1985,1,Police Sergeant                                   ,65363.02,1248.56,1248.56,66611.58,1,Police Sergeant                                   ,67641.88,48.78,48.78,67690.66,1,Police Sergeant                                   ,69308.04,362.37,362.37,69670.41,1,Police Sergeant                                   ,69308.04,49.98,49.98,69358.02,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p104,9/10/1985,1,Police Officer                                    ,57887.15,8543.86,8543.86,66431.01,1,Police Officer                                    ,58466.02,1461.64,1461.64,59927.66,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p105,10/14/1985,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Administrative Assistant I                        ,41314.03,3572.78,3572.78,44886.81,1,Administrative Assistant I                        ,41314.03,6827.74,6827.74,48141.77,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p106,10/19/1985,1,Police Officer                                    ,57887.15,1311.52,1311.52,59198.67,1,Police Officer                                    ,58466.02,1943.01,1943.01,60409.03,1,Police Officer                                    ,58466.02,2932.82,2932.82,61398.84,1,Police Officer                                    ,58466.02,1760.3,1760.3,60226.32,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p107,11/14/1985,1,Police Officer                                    ,56499.84,7078.22,7078.22,63578.06,1,Police Sergeant                                   ,61375.28,11485.7,11485.7,72860.98,1,Police Sergeant                                   ,62884.49,673.59,673.59,63558.08,1,Police Sergeant                                   ,62884.49,1222.86,1222.86,64107.35,1,Police Sergeant                                   ,62884.49,287.21,287.21,63171.7,1,N/A,0,0,NaN,0
p108,11/14/1985,1,Police Officer                                    ,57887.15,18173.7,18173.7,76060.85,1,Police Officer                                    ,58466.02,9201.98,9201.98,67668,1,Police Officer                                    ,58466.02,2131.77,2131.77,60597.79,1,Police Officer                                    ,58466.02,342.02,342.02,58808.04,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p109,11/14/1985,1,Police Officer                                    ,57887.15,584.45,584.45,58471.6,1,Police Officer                                    ,58466.02,63.24,63.24,58529.26,1,N/A,0,0,NaN,0,1,Police Officer                                    ,58466.02,126.49,126.49,58592.51,1,Police Officer                                    ,58466.02,1573.81,1573.81,60039.83,1,Police Officer                                    ,35479.59,86.01,86.01,35565.6
p110,3/3/1986,1,Police Sergeant                                   ,68621.82,6526.42,6526.42,75148.24,1,Police Sergeant                                   ,71015.15,3182.26,3182.26,74197.41,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p111,3/3/1986,1,Police Officer                                    ,57887.15,3311.78,3311.78,61198.93,1,Police Officer                                    ,58466.02,3949.23,3949.23,62415.25,1,Police Officer                                    ,58466.02,2234.63,2234.63,60700.65,1,Police Officer                                    ,58466.02,3193.84,3193.84,61659.86,1,Police Officer                                    ,58466.02,2691.38,2691.38,61157.4,1,Police Officer                                    ,60125,1709.5,1709.5,61834.5
p112,5/1/1986,1,Police Officer                                    ,57887.15,1199.99,1199.99,59087.14,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p113,5/12/1986,1,Police Officer                                    ,57887.15,987.96,987.96,58875.11,1,Police Officer                                    ,58466.02,1827.06,1827.06,60293.08,1,Police Officer                                    ,58466.02,1271.91,1271.91,59737.93,1,Police Officer                                    ,58466.02,990.82,990.82,59456.84,1,Police Officer                                    ,58466.02,1468.67,1468.67,59934.69,1,Police Officer                                    ,59981.64,2379.69,2379.69,62361.33
p114,5/23/1986,1,Police Identification Clerk                       ,37550.03,5641.53,5641.53,43191.56,1,Police Identification Clerk                       ,37925.53,5862.02,5862.02,43787.55,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p115,6/5/1986,1,Police Officer                                    ,57887.15,9309.13,9309.13,67196.28,1,Police Officer                                    ,58466.02,38036.55,38036.55,96502.57,1,Police Officer                                    ,58466.02,16910.19,16910.19,75376.21,1,Police Officer                                    ,58466.02,9570.72,9570.72,68036.74,1,Police Officer                                    ,58466.02,9897.67,9897.67,68363.69,1,Police Officer                                    ,59881.3,8844.98,8844.98,68726.28
p116,6/5/1986,1,Police Sergeant                                   ,65363.02,22824.21,22824.21,88187.23,1,Police Sergeant                                   ,67641.88,5190.58,5190.58,72832.46,1,Police Sergeant                                   ,69308.04,326.51,326.51,69634.55,1,Police Sergeant                                   ,69308.04,251.72,251.72,69559.76,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,71529.5,1075.04,1075.04,72604.54
p117,6/6/1986,1,Police Officer                                    ,57887.15,5600.83,5600.83,63487.98,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p118,6/9/1986,1,Police Officer                                    ,57887.15,7185.97,7185.97,65073.12,1,Police Officer                                    ,58466.02,3587.69,3587.69,62053.71,1,Police Officer                                    ,58466.02,6019.32,6019.32,64485.34,1,Police Officer                                    ,58466.02,12468.95,12468.95,70934.97,1,Police Officer                                    ,58466.02,8931.62,8931.62,67397.64,1,Police Officer                                    ,22244.95,556.45,556.45,22801.4
p119,6/9/1986,1,Police Sergeant                                   ,65363.02,4334.31,4334.31,69697.33,1,Police Lieutenant                                 ,70313.42,278.89,278.89,70592.31,1,Police Lieutenant                                 ,72045.56,51.96,51.96,72097.52,1,Police Lieutenant                                 ,72045.56,51.96,51.96,72097.52,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p120,9/2/1986,1,Police Officer                                    ,56499.84,33179.99,33179.99,89679.83,1,Police Officer                                    ,58466.02,35432.34,35432.34,93898.36,1,Police Officer                                    ,58466.02,9497.13,9497.13,67963.15,1,Police Officer                                    ,58466.02,20157.57,20157.57,78623.59,1,Police Officer                                    ,58466.02,21791.84,21791.84,80257.86,1,Police Officer                                    ,60418.87,19574.09,19574.09,79992.96
p121,10/21/1986,1,Police Officer                                    ,56499.84,49838.71,49838.71,106338.55,1,Police Sergeant                                   ,61375.28,36917.22,36917.22,98292.5,1,Police Sergeant                                   ,62884.49,35059.47,35059.47,97943.96,1,Police Sergeant                                   ,62884.49,19631.66,19631.66,82516.15,1,Police Sergeant                                   ,62884.49,25413.76,25413.76,88298.25,1,Police Sergeant                                   ,64830.68,15421.69,15421.69,80252.37
p122,11/3/1986,1,Administrative Assistant I                        ,40904.98,3185.52,3185.52,44090.5,1,Administrative Assistant I                        ,42347.33,3266.13,3266.13,45613.46,1,Administrative Assistant I                        ,43405.54,965.14,965.14,44370.68,1,N/A,0,0,NaN,0,1,Administrative Assistant I                        ,43405.54,907.76,907.76,44313.3,1,Administrative Assistant I                        ,44275.44,1867.8,1867.8,46143.24
p123,12/8/1986,1,Police Officer                                    ,56499.84,3339.83,3339.83,59839.67,1,Police Sergeant                                   ,62884.49,9069.54,9069.54,71954.03,1,Police Sergeant                                   ,64431.22,3674.55,3674.55,68105.77,1,Police Sergeant                                   ,64431.22,3631.96,3631.96,68063.18,1,Police Sergeant                                   ,64431.22,2478.13,2478.13,66909.35,1,Police Sergeant                                   ,64021.12,1030.32,1030.32,65051.44
p124,1/20/1987,1,Police Corporal                                   ,63197.62,7950.24,7950.24,71147.86,1,Police Sergeant                                   ,67641.88,4704.83,4704.83,72346.71,1,Police Sergeant                                   ,69308.04,324.88,324.88,69632.92,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,69308.04,49.98,49.98,69358.02,1,N/A,0,0,NaN,0
p125,2/25/1987,1,Police Corporal                                   ,61680.82,2023.3,2023.3,63704.12,1,N/A,0,0,NaN,0,1,Police Corporal                                   ,63829.6,207.13,207.13,64036.73,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Corporal                                   ,65108.64,23.48,23.48,65132.12
p126,4/1/1987,1,Police Officer                                    ,56499.84,1643.89,1643.89,58143.73,1,Police Officer                                    ,58466.02,3815.19,3815.19,62281.21,1,Police Officer                                    ,58466.02,1458.13,1458.13,59924.15,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
